City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,kiama,-34.6833,150.8667,295.03,78,100,3.58,AU,1731480675
367,saint-joseph,-21.3667,55.6167,301.36,70,19,3.3,RE,1731480676
368,petawawa,45.9001,-77.3328,269.14,84,0,0.6,CA,1731480677
369,salalah,17.0151,54.0924,304.2,30,0,2.57,OM,1731480678
370,kayangel,8.0823,134.7173,302.06,68,39,1.64,PW,1731480679
371,lorca,37.6712,-1.7017,283.16,82,100,2.64,ES,1731480680
372,aldergrove,49.058,-122.4709,282.84,94,100,2.06,CA,1731480681
373,arteche,12.2645,125.4048,301.85,78,100,2.54,PH,1731480682
374,swift current,50.2834,-107.8014,273.6,74,0,4.63,CA,1731480685
375,caleta de carquin,-11.0925,-77.6267,290.88,87,100,2.3,PE,1731480686
376,nurota,40.5614,65.6886,278.79,79,100,4.36,UZ,1731480687
377,nanlong,31.3533,106.0631,289.14,91,100,1.75,CN,1731480688
378,tralee,52.2704,-9.7026,278.57,80,6,1.5,IE,1731480689
379,bileca,42.8719,18.4297,277.34,59,43,2.68,BA,1731480690
380,ingeniero guillermo n. juarez,-23.9,-61.85,287.32,62,1,1.44,AR,1731480692
381,marijampole,54.5667,23.35,272.38,75,10,1.49,LT,1731480694
382,lancaster,40.2504,-76.2499,274.16,75,0,2.06,US,1731480695
383,nefta,33.8731,7.8777,288.29,50,28,1.79,TN,1731480696
384,kolin,50.0281,15.2006,275.5,94,100,1.03,CZ,1731480697
385,xique xique,-10.8217,-42.7311,296.29,80,100,1.73,BR,1731480698
386,alliance,40.9153,-81.1059,274.07,80,0,4.17,US,1731480700
387,pico truncado,-46.7949,-67.9573,283.91,62,98,12.09,AR,1731480702
388,karratha,-20.7377,116.8463,308.98,28,44,8.81,AU,1731480703
389,vila velha,-20.3297,-40.2925,298.12,92,20,4.63,BR,1731480704
390,aurora,39.7294,-104.8319,279.9,62,75,4.12,US,1731480705
391,valparaiso,-33.0393,-71.6273,286.95,76,0,2.57,CL,1731480642
392,sos'va,59.1766,61.8558,264.55,82,100,0.69,RU,1731480709
393,wundanyi,-3.4019,38.364,295.63,53,3,2.2,KE,1731480710
394,al ghayzah,16.2079,52.176,303.99,24,5,0.85,YE,1731480711
395,dibba al-hisn,25.6196,56.2729,304.87,30,0,0.6,AE,1731480712
396,harper,4.375,-7.7169,298.84,86,67,2.33,LR,1731480713
397,cuatro cienegas de carranza,26.9833,-102.0833,293.5,73,2,0.75,MX,1731480714
398,massaguet,12.4755,15.4365,301.27,17,18,6.45,TD,1731480715
399,ghat,24.9647,10.1728,293.4,24,100,2.55,LY,1731480716
400,gokwe,-18.2048,28.9349,300.24,43,45,3.26,ZW,1731480718
401,kapa'a,22.0752,-159.319,297.33,81,75,7.72,US,1731480720
402,howrah,22.5892,88.3103,303.15,51,20,3.6,IN,1731480721
403,lazaro cardenas,17.9583,-102.2,297.54,89,100,1.66,MX,1731480478
404,baja,46.175,18.9564,277.05,70,100,0.44,HU,1731480723
405,zyryanskoye,56.8306,86.6258,262.57,75,100,5.05,RU,1731480724
406,madaba,31.5833,35.6667,293.11,57,0,1.46,JO,1731480725
407,mwene-ditu,-7.0,23.45,298.15,65,76,2.11,CD,1731480726
408,arraial do cabo,-22.9661,-42.0278,296.13,92,90,7.06,BR,1731480617
409,phan rang-thap cham,11.5667,108.9833,302.82,67,89,3.57,VN,1731480728
410,vetluga,57.8557,45.781,273.2,85,100,2.83,RU,1731480729
411,cole harbour,44.6724,-63.4751,275.89,88,100,4.47,CA,1731480731
412,newman,37.3138,-121.0208,280.96,74,87,0.68,US,1731480537
413,bukama,-9.2,25.85,301.69,55,15,0.58,CD,1731480733
414,mournies,35.4764,24.0092,302.19,100,20,0.0,GR,1731480734
415,kaohsiung,22.6163,120.3133,303.12,85,40,4.12,TW,1731480735
416,taro,-8.3862,115.28,302.48,51,22,1.17,ID,1731480736
417,petropavlovsk-kamchatsky,53.0452,158.6483,269.48,46,0,3.0,RU,1731480737
418,grand-lahou,5.1367,-5.0242,298.71,86,36,1.25,CI,1731480738
419,puerto cabezas,14.0351,-83.3888,296.84,96,100,2.46,NI,1731480734
420,cadale,2.7603,46.3222,301.59,70,98,4.39,SO,1731480740
421,akwanga,8.9167,8.3833,298.3,39,75,0.95,NG,1731480742
422,san carlos,9.6612,-68.5827,295.3,90,74,1.72,VE,1731480743
423,korla,41.7597,86.1469,285.07,40,99,2.39,CN,1731480744
424,pruzhany,52.5567,24.4644,273.18,84,100,1.76,BY,1731480745
425,flin flon,54.7682,-101.865,274.01,83,100,2.96,CA,1731480746
426,penapolis,-21.4197,-50.0775,295.54,89,96,1.74,BR,1731480749
427,barabai,-2.5833,115.3833,304.58,60,56,1.47,ID,1731480750
428,luderitz,-26.6481,15.1594,295.43,42,0,9.38,NA,1731480751
429,oskarshamn,57.2645,16.4484,275.92,88,97,2.1,SE,1731480752
430,gulf shores,30.246,-87.7008,296.49,85,20,4.12,US,1731480631
431,at taj,24.2049,23.2857,291.25,34,0,4.44,LY,1731480754
432,monrovia,6.3005,-10.7969,298.5,85,100,2.89,LR,1731480755
433,hammerfest,70.6634,23.6821,281.4,87,75,9.77,NO,1731480756
434,mugia,43.1041,-9.2179,284.77,70,0,12.54,ES,1731480757
435,kerikeri,-35.2268,173.9474,292.54,87,100,2.24,NZ,1731480758
436,hiratacho,35.4333,132.8167,291.13,52,20,6.17,JP,1731480760
437,mumford,5.2618,-0.759,299.63,82,97,1.95,GH,1731480762
438,aioun,16.6614,-9.6149,295.39,18,2,2.91,MR,1731480763
439,teykovo,56.858,40.5369,273.7,88,100,2.75,RU,1731480764
440,gisborne,-38.6533,178.0042,288.46,78,10,4.83,NZ,1731480765
441,guankou,28.15,113.6333,301.28,44,1,3.17,CN,1731480766
442,kencong,-8.2833,113.3667,303.4,70,10,4.66,ID,1731480767
443,barcelos,41.5388,-8.6151,279.68,82,0,2.47,PT,1731480768
444,coronel vivida,-25.9797,-52.5678,281.39,77,0,1.83,BR,1731480770
445,metlili chaamba,32.2667,3.6333,286.67,58,40,1.54,DZ,1731480771
446,gunnison,38.7,-107.0673,267.62,96,9,2.9,US,1731480772
447,makurazaki,31.2667,130.3167,295.05,63,57,1.5,JP,1731480773
448,gherla,47.0333,23.9167,274.43,83,97,0.66,RO,1731480774
449,graaff-reinet,-32.2522,24.5308,291.99,55,0,3.81,ZA,1731480775
450,brisas de zicatela,15.8369,-97.0419,298.07,86,99,2.11,MX,1731480776
451,tsengel,49.4783,100.8894,271.83,39,2,4.0,MN,1731480777
452,saint-mandrier-sur-mer,43.078,5.929,286.91,59,0,3.09,FR,1731480778
453,umm kaddadah,13.6017,26.6876,298.54,17,5,8.63,SD,1731480779
454,puerto santa,-8.9906,-78.6456,290.5,89,100,2.85,PE,1731480781
455,selfoss,63.9331,-20.9971,279.84,82,100,9.46,IS,1731480782
456,kingscliff,-28.2667,153.5667,297.04,94,40,5.14,AU,1731480783
457,arkalyk,50.2486,66.9114,267.42,95,100,8.14,KZ,1731480784
458,villa mercedes,-33.6757,-65.4578,289.39,39,0,4.37,AR,1731480618
459,shaowu,27.3409,117.4831,298.29,73,99,1.74,CN,1731480786
460,arys,42.4252,68.795,278.85,75,100,6.7,KZ,1731480787
461,vila do maio,15.1333,-23.2167,298.71,66,5,4.86,CV,1731480788
462,khalkhal,37.6189,48.5258,275.88,90,97,2.69,IR,1731480789
463,lugovoye,42.9094,72.7178,277.13,96,100,2.17,KZ,1731480791
464,durango,24.8333,-104.8333,285.21,38,0,3.6,MX,1731480792
465,salinas,36.6777,-121.6555,284.29,87,0,0.0,US,1731480698
466,cabedelo,-6.9811,-34.8339,299.52,81,35,4.62,BR,1731480794
467,akureyri,65.6835,-18.0878,282.11,46,0,12.35,IS,1731480795
468,kushtagi,15.7667,76.2,301.49,60,100,5.49,IN,1731480797
469,yakeshi,49.2833,120.7333,273.97,77,29,1.55,CN,1731480798
470,macenta,8.5435,-9.471,293.17,79,100,0.24,GN,1731480799
471,nykvarn,59.8,18.3,274.14,87,100,3.89,SE,1731480801
472,irtyshsk,53.3333,75.4572,265.51,80,100,6.78,KZ,1731480802
473,sorong,-0.8833,131.25,302.29,72,99,4.24,ID,1731480803
474,posto fiscal rolim de moura,-13.0833,-62.2667,292.59,98,100,2.37,BR,1731480804
475,ndjole,-0.1783,10.7649,299.9,88,90,0.51,GA,1731480805
476,uusikaupunki,60.8004,21.4084,279.19,80,100,6.54,FI,1731480806
477,inarajan village,13.2736,144.7484,302.69,85,100,11.64,GU,1731480807
478,walvis bay,-22.9575,14.5053,286.68,94,39,4.12,NA,1731480808
479,sangkhla buri,15.1555,98.4536,306.74,41,20,2.14,TH,1731480809
480,port macquarie,-31.4333,152.9167,292.78,90,100,1.83,AU,1731480810
481,kataba,8.4604,-0.7732,299.61,59,18,0.56,GH,1731480812
482,buba,11.5833,-15.0,296.79,75,100,0.76,GW,1731480813
483,komotini,41.1228,25.3964,284.85,78,100,0.89,GR,1731480814
484,glarus,47.0406,9.068,279.51,71,33,1.76,CH,1731480815
485,kiruna,67.8557,20.2251,279.66,65,75,6.69,SE,1731480816
486,saint croix,17.7397,-64.7388,298.4,89,0,0.0,VI,1731480817
487,mogok,22.9167,96.5,296.85,42,3,1.78,MM,1731480818
488,bougouni,11.417,-7.479,295.82,41,100,0.79,ML,1731480819
489,namibe,-15.1961,12.1522,298.19,62,100,2.18,AO,1731480820
490,ribeira brava,32.65,-17.0667,293.5,63,6,2.49,PT,1731480821
491,mahibadhoo,3.7833,72.9667,301.67,71,17,4.57,MV,1731480823
492,chui,-33.6971,-53.4616,285.36,78,99,3.65,UY,1731480824
493,nar'yan-mar,67.6713,53.087,266.43,95,100,4.79,RU,1731480825
494,pachino,36.7186,15.0907,290.97,80,100,3.22,IT,1731480826
495,vershino-darasunskiy,52.35,115.5167,270.66,64,20,3.71,RU,1731480827
496,tavarede,40.1708,-8.8457,283.99,56,0,8.35,PT,1731480829
497,warrington,53.3925,-2.5802,278.03,94,40,1.54,GB,1731480638
498,geraldton,-28.7667,114.6,301.38,44,0,9.26,AU,1731480831
499,biloela,-24.4167,150.5,305.66,37,100,5.99,AU,1731480833
500,hobyo,5.3505,48.5268,302.03,67,68,7.92,SO,1731480834
501,baikonur,45.6167,63.3167,274.03,45,1,6.26,KZ,1731480835
502,motygino,58.1831,94.7592,262.36,76,100,4.46,RU,1731480836
503,karoi,-16.8099,29.6925,298.13,57,100,4.2,ZW,1731480837
504,boguchar,49.9358,40.545,275.17,66,20,2.07,RU,1731480838
505,flying fish cove,-10.4217,105.6791,300.97,94,100,4.63,CX,1731480839
506,port blair,11.6667,92.75,304.17,74,40,3.6,IN,1731480840
507,kaa-khem,51.6833,94.7333,268.36,27,64,0.89,RU,1731480841
508,sumbe,-11.2061,13.8437,299.42,80,100,1.55,AO,1731480816
509,zhigalovo,54.8097,105.1578,265.94,52,99,3.67,RU,1731480844
510,maun,-19.9833,23.4167,297.13,73,0,3.09,BW,1731480845
511,las vegas,36.175,-115.1372,285.53,24,0,3.09,US,1731480600
512,banjarmasin,-3.3244,114.591,301.23,48,6,3.2,ID,1731480847
513,ekibastuz,51.6667,75.3667,266.24,68,100,8.28,KZ,1731480848
514,broome,42.2506,-75.833,271.75,87,5,0.89,US,1731480849
515,hilo,19.7297,-155.09,296.53,95,40,0.45,US,1731480850
516,illizi,26.4833,8.4667,292.79,35,100,1.17,DZ,1731480851
517,majene,-3.5403,118.9707,301.39,75,56,2.87,ID,1731480852
518,taveta,-3.3963,37.6736,300.35,54,7,2.5,KE,1731480854
519,bubaque,11.2833,-15.8333,302.02,55,100,2.73,GW,1731480855
520,gotse delchev,41.5667,23.7333,281.87,92,100,0.69,BG,1731480856
521,saint-philippe,-21.3585,55.7679,298.53,70,4,4.88,RE,1731480857
522,remire-montjoly,4.9167,-52.2667,299.17,94,75,1.03,GF,1731480858
523,uray,60.1247,64.7758,259.48,77,6,1.62,RU,1731480859
524,pandan,14.0453,124.1694,299.92,86,100,5.93,PH,1731480860
525,baganga,7.5739,126.56,301.68,80,69,2.44,PH,1731480861
526,moires,35.0532,24.8744,295.49,74,20,0.84,GR,1731480862
527,nemuro,43.3236,145.575,277.19,58,31,9.4,JP,1731480864
528,papao,-17.75,-149.55,299.97,76,100,8.59,PF,1731480865
529,bizerte,37.2744,9.8739,285.15,100,40,0.0,TN,1731480866
530,kotamangalam,10.0667,76.6333,305.99,62,100,1.45,IN,1731480867
531,adam,22.3756,57.5233,302.71,28,8,0.24,OM,1731480601
532,nadym,65.5333,72.5167,252.59,99,82,4.39,RU,1731480773
533,boyolangu,-8.1181,111.8935,303.97,66,50,3.55,ID,1731480870
534,kenai,60.5544,-151.2583,262.18,100,0,0.0,US,1731480833
535,pedernales,18.0384,-71.744,299.39,72,89,1.54,DO,1731480872
536,veshenskaya,49.6303,41.7334,275.42,67,20,2.21,RU,1731480873
537,yemetsk,63.4721,41.7941,272.93,88,100,3.33,RU,1731480875
538,san carlos de bariloche,-41.1456,-71.3082,279.01,81,0,1.54,AR,1731480603
539,hoemul-li,41.4339,129.67,285.4,57,3,0.65,KP,1731480877
540,mili,6.0815,171.735,301.82,71,100,3.96,MH,1731480878
541,kitui,-1.367,38.0106,296.33,68,15,2.05,KE,1731480879
542,chabahar,25.2919,60.643,301.19,48,0,1.36,IR,1731480880
543,aripuana,-9.1667,-60.6333,295.25,100,100,0.78,BR,1731480881
544,bikenibeu village,1.3673,173.1241,302.13,70,20,5.66,KI,1731480882
545,timmins,48.4669,-81.3331,268.05,93,0,3.6,CA,1731480815
546,palangkaraya,-2.2,113.8333,305.61,55,95,0.99,ID,1731480884
547,kalymnos,36.95,26.9833,291.89,82,0,1.54,GR,1731480886
548,mount pearl,47.5166,-52.7813,285.55,98,100,6.17,CA,1731480887
549,porto novo,6.4965,2.6036,299.05,82,100,0.63,BJ,1731480889
550,jiangyou,31.7667,104.7167,291.85,73,75,2.36,CN,1731480890
551,churapcha,62.0025,132.4325,252.93,98,54,2.71,RU,1731480891
552,pitimbu,-7.4706,-34.8086,298.18,80,0,4.43,BR,1731480892
553,juneau,58.3019,-134.4197,276.16,100,100,0.0,US,1731480893
554,jodhpur,26.2867,73.03,304.24,19,0,1.73,IN,1731480895
555,camayenne,9.535,-13.6878,299.2,94,75,3.09,GN,1731480896
556,carbonear,47.7332,-53.2148,285.38,96,100,2.05,CA,1731480897
557,lensk,60.7253,114.9278,263.05,85,100,5.13,RU,1731480898
558,el porvenir,13.7617,-87.3458,295.07,98,100,0.85,HN,1731480899
559,kapuskasing,49.4169,-82.4331,269.15,100,20,4.63,CA,1731480900
560,canico,32.6333,-16.85,293.5,82,40,4.12,PT,1731480901
561,novodvinsk,64.4165,40.8122,272.01,92,100,3.98,RU,1731480902
562,devonport,-41.1667,146.35,292.88,55,5,1.34,AU,1731480903
563,mantenopolis,-18.8625,-41.1228,293.6,98,43,1.32,BR,1731480904
564,binhe,32.6883,112.8275,294.09,55,93,4.07,CN,1731480906
565,madalena,41.2162,-8.3345,280.68,71,0,1.65,PT,1731480907
566,pohang,36.0322,129.365,289.06,60,65,3.21,KR,1731480908
567,guerrero negro,27.9769,-114.0611,288.25,87,0,1.46,MX,1731480909
568,alappuzha,9.49,76.3264,301.82,72,100,2.55,IN,1731480910
569,lycksele,64.5954,18.6735,281.08,81,75,2.06,SE,1731480911
570,gamba,-2.65,10.0,297.92,94,100,3.35,GA,1731480912
571,gilgit,35.9221,74.3087,284.75,40,100,1.8,PK,1731480913
572,uribia,11.7139,-72.266,297.96,87,100,2.09,CO,1731480914
573,mbandaka,0.0487,18.2603,299.85,71,85,1.27,CD,1731480915
574,kandava,57.0409,22.7747,277.79,90,98,1.2,LV,1731480917
575,yuzhno-kurilsk,44.0306,145.8556,275.76,59,86,8.33,RU,1731480918
576,alesund,62.4723,6.1549,284.68,72,75,8.23,NO,1731480919
577,alupka,44.4167,34.05,283.89,80,100,3.22,UA,1731480920
578,rawlins,41.7911,-107.2387,272.09,86,100,4.63,US,1731480712
579,galeana,24.8333,-100.0667,288.7,67,0,2.35,MX,1731480922
580,gobabis,-22.45,18.9667,300.71,4,0,7.52,NA,1731480914
581,quellon,-43.1167,-73.6167,283.42,89,100,2.37,CL,1731480924
582,turbat,26.0023,63.044,304.86,11,0,1.54,PK,1731480926
